postcode,construction_age_band,in_conservation_area
HA4 6HP,1930-1949,0
HA4 6HL,1950-1966,0
HA4 6HW,1930-1949,0
HA4 6HS,1930-1949,0
HA4 6HN,1930-1949,0
HA4 6EJ,1900-1929,0
HA4 6LR,1967-1982,0
HA4 6LE,1930-1949,0
HA4 6LF,1930-1949,0
HA4 6LS,1930-1949,0
HA4 6DY,1930-1949,0
HA4 9DE,1930-1949,0
HA4 9DG,1930-1949,0
HA4 0DP,1930-1949,0
HA4 9DB,1930-1949,0
HA4 0DR,1930-1949,0
HA4 0DT,1967-1982,0
HA4 0BY,1996-2011,0
HA4 0DQ,1930-1949,0
HA4 0DF,1930-1949,0
HA4 0DH,1930-1949,0
HA4 0BZ,1930-1949,0
HA4 0DG,1930-1949,0
HA4 0DB,1930-1949,0
HA4 0DE,1930-1949,0
HA4 0DD,1930-1949,0
HA4 0DA,1930-1949,0
HA6 2TF,1967-1982,0
HA6 2JS,1983-1995,0
HA6 2UG,1983-1995,0
HA6 2SL,1967-1982,0
HA6 2SP,1950-1966,0
HA6 2SR,1900-1929,0
HA6 2SH,pre-1900,0
HA6 2SW,1900-1929,0
HA6 2RE,1996-2011,0
HA6 2SJ,1900-1929,0
HA6 1HW,1950-1966,0
HA6 2QL,1900-1929,0
